gesture,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
rock,0.9258646965026855,1.0028949975967407,-6.682107596134301e-07,0.9158734679222107,0.9087084531784058,-0.0029339464381337166,0.8811197876930237,0.7945687174797058,-0.0226912684738636,0.8281474709510803,0.7139662504196167,-0.04002955183386803,0.7717795968055725,0.6838465332984924,-0.05933842435479164,0.9299374222755432,0.7104122638702393,-0.08300148695707321,0.8515411615371704,0.5902032852172852,-0.12332690507173538,0.7956817150115967,0.525992751121521,-0.1411198526620865,0.7533923387527466,0.48251649737358093,-0.1560882180929184,0.9349515438079834,0.7666705250740051,-0.09592284262180328,0.7843379974365234,0.6738167405128479,-0.12474865466356277,0.7742508053779602,0.7482494115829468,-0.10407017171382904,0.800332248210907,0.7835422158241272,-0.0919022411108017,0.9102299213409424,0.8385282158851624,-0.10866348445415497,0.7650941014289856,0.7580052614212036,-0.13617582619190216,0.7635864615440369,0.8082268834114075,-0.10450893640518188,0.7891100645065308,0.8399695158004761,-0.0848882645368576,0.8694424033164978,0.9074288010597229,-0.12158244848251343,0.7569841742515564,0.8272712230682373,-0.1715289205312729,0.7052897810935974,0.7932631969451904,-0.1791335791349411,0.6732581853866577,0.7628674507141113,-0.17969506978988647
rock,0.8976466059684753,1.0014762878417969,-5.833692853229877e-07,0.9054253101348877,0.8996198177337646,0.015555973164737225,0.870014488697052,0.7772718071937561,0.0029240308795124292,0.8188948035240173,0.693529486656189,-0.010305942967534065,0.7600625157356262,0.6634318232536316,-0.026080766692757607,0.9211246371269226,0.6948402523994446,-0.06626226752996445,0.84634929895401,0.562857985496521,-0.09990935772657394,0.7931093573570251,0.49328315258026123,-0.11848753690719604,0.7465765476226807,0.4444811940193176,-0.13591381907463074,0.9153016805648804,0.7395171523094177,-0.08691360056400299,0.7725262641906738,0.6451543569564819,-0.11588543653488159,0.7614017724990845,0.70805823802948,-0.1033194363117218,0.7809566855430603,0.7377691864967346,-0.09845823794603348,0.8801704049110413,0.8034208416938782,-0.10422725975513458,0.7483935952186584,0.7146024703979492,-0.1281140148639679,0.739649772644043,0.7563976645469666,-0.10159535706043243,0.7559225559234619,0.7898338437080383,-0.08721378445625305,0.829567551612854,0.867013692855835,-0.12002803385257721,0.7316857576370239,0.7845545411109924,-0.15912874042987823,0.6789753437042236,0.7430212497711182,-0.16700993478298187,0.6408586502075195,0.7067164778709412,-0.17147690057754517
rock,0.8774963617324829,0.9766626358032227,-6.10020947533485e-07,0.8914141058921814,0.8632041215896606,0.023465638980269432,0.8589887619018555,0.7372806668281555,0.016163811087608337,0.8096800446510315,0.6551363468170166,0.0055318609811365604,0.7558199167251587,0.6227404475212097,-0.008259651251137257,0.9047963619232178,0.6738082766532898,-0.04742031171917915,0.8313603401184082,0.5397601127624512,-0.072498619556427,0.7807362675666809,0.47047004103660583,-0.08469977974891663,0.7378321290016174,0.4185243546962738,-0.09677762538194656,0.891046404838562,0.7169954180717468,-0.07038862258195877,0.757384181022644,0.6231370568275452,-0.09290917217731476,0.7408229112625122,0.6774892807006836,-0.08121705800294876,0.7550873756408691,0.709361732006073,-0.07643885910511017,0.8532629013061523,0.7746544480323792,-0.08953384310007095,0.7301387786865234,0.6879050135612488,-0.10599853098392487,0.7106112241744995,0.7206926345825195,-0.08377765864133835,0.7147762775421143,0.7471864223480225,-0.07276670634746552,0.8050580024719238,0.831750214099884,-0.10647652298212051,0.7098042368888855,0.7504236102104187,-0.13085901737213135,0.6612463593482971,0.7127259969711304,-0.13304494321346283,0.6239866614341736,0.6804639101028442,-0.13498562574386597
rock,0.8394196033477783,0.9285849928855896,-3.806916026860563e-07,0.8509209752082825,0.8100411295890808,0.021399682387709618,0.8268378376960754,0.689102053642273,0.01654377579689026,0.7748295664787292,0.6174952983856201,0.006748592015355825,0.7192970514297485,0.5990413427352905,-0.005896628834307194,0.8481694459915161,0.6200845241546631,-0.02208283543586731,0.7915060520172119,0.4928045868873596,-0.03961402550339699,0.7563042640686035,0.423671156167984,-0.04556375741958618,0.7278691530227661,0.37072569131851196,-0.051411911845207214,0.8226571083068848,0.6561921834945679,-0.043222811073064804,0.7088052034378052,0.5747275352478027,-0.06687609106302261,0.6970872282981873,0.6359173059463501,-0.059760596603155136,0.7139198780059814,0.6721088290214539,-0.05424237623810768,0.7823460102081299,0.7086440324783325,-0.0614769421517849,0.6734378337860107,0.6271000504493713,-0.08457598090171814,0.6653313040733337,0.6737073063850403,-0.06943035870790482,0.6798611879348755,0.7042537927627563,-0.05765694007277489,0.7358075380325317,0.7628938555717468,-0.07683466374874115,0.6516510844230652,0.6664279699325562,-0.09659744054079056,0.6093529462814331,0.6248745918273926,-0.09463421255350113,0.5770756602287292,0.5850874781608582,-0.09227084368467331
rock,-0.011779636144638062,0.9064562320709229,-6.822930487260237e-08,0.013731420040130615,0.8368343710899353,0.018135182559490204,0.04246649891138077,0.7384458184242249,0.021885745227336884,0.07403319329023361,0.6633856892585754,0.02800619602203369,0.09707365930080414,0.6167043447494507,0.03311167657375336,0.021281130611896515,0.6572801470756531,-0.05006783455610275,0.06378831714391708,0.5216984152793884,-0.06356240063905716,0.09498322010040283,0.4425715506076813,-0.06301352381706238,0.11838066577911377,0.38242244720458984,-0.06157331168651581,0.036022864282131195,0.6676472425460815,-0.05659669265151024,0.13866668939590454,0.5672873854637146,-0.061728622764348984,0.17082801461219788,0.591900110244751,-0.04345463216304779,0.17709510028362274,0.6220611333847046,-0.02864912711083889,0.05446341633796692,0.696001410484314,-0.0573798269033432,0.1566171497106552,0.6035996675491333,-0.05871543660759926,0.18969844281673431,0.6154736280441284,-0.03786366060376167,0.19791261851787567,0.6314412951469421,-0.023129159584641457,0.08091525733470917,0.732581377029419,-0.054995786398649216,0.15620973706245422,0.6433184742927551,-0.06719368696212769,0.20255643129348755,0.6043031811714172,-0.06388050317764282,0.2360815405845642,0.5699263215065002,-0.05793675035238266
rock,0.8311173915863037,0.9237980842590332,-4.618777893483639e-07,0.8417595028877258,0.8048942685127258,0.02266261912882328,0.8189911842346191,0.6880959272384644,0.0196146871894598,0.7654821872711182,0.6218416690826416,0.012817437760531902,0.7084590792655945,0.6042478084564209,0.0031915176659822464,0.8365342020988464,0.6194368600845337,-0.028059974312782288,0.7860419154167175,0.4899444878101349,-0.04764677584171295,0.7546761631965637,0.4168875217437744,-0.0541154108941555,0.7285998463630676,0.3603142201900482,-0.06037082150578499,0.8109275102615356,0.6533365845680237,-0.04799181595444679,0.6958103775978088,0.5682231187820435,-0.07172949612140656,0.6896848678588867,0.6310351490974426,-0.06088874116539955,0.7105719447135925,0.6627694964408875,-0.05279891565442085,0.7711485624313354,0.7059735059738159,-0.06464813649654388,0.6658095121383667,0.6255877017974854,-0.08611886203289032,0.6675527691841125,0.6738781929016113,-0.06666327267885208,0.6904196739196777,0.705080509185791,-0.05260532349348068,0.7254194617271423,0.7586838603019714,-0.07852330803871155,0.6456444263458252,0.6697548031806946,-0.10136198997497559,0.6038996577262878,0.6277201175689697,-0.10220496356487274,0.5726174116134644,0.5862902998924255,-0.10177253931760788
rock,0.01778223365545273,0.922936201095581,-2.2767046914395905e-07,0.004257716238498688,0.8182197213172913,0.05530523881316185,0.013938196003437042,0.7127537727355957,0.0715503916144371,0.05975363776087761,0.6403988599777222,0.07995732873678207,0.10750700533390045,0.6328949928283691,0.08778473734855652,0.005663022398948669,0.6270064115524292,-0.0030529580544680357,0.06391920149326324,0.5086853504180908,-0.013701086863875389,0.09945905208587646,0.43465831875801086,-0.01613028720021248,0.12333407998085022,0.3795144855976105,-0.019987590610980988,0.03540070354938507,0.6590630412101746,-0.030616039410233498,0.14840549230575562,0.5538162589073181,-0.04503806307911873,0.15647467970848083,0.6208776235580444,-0.03037487342953682,0.13804925978183746,0.6578665375709534,-0.017173780128359795,0.07535461336374283,0.697859525680542,-0.05113191157579422,0.1782713234424591,0.5892928838729858,-0.058824989944696426,0.18142440915107727,0.6449693441390991,-0.028255365788936615,0.16413536667823792,0.6881136298179626,-0.006519905757158995,0.11903779953718185,0.7355990409851074,-0.0666886568069458,0.18913505971431732,0.6517496109008789,-0.08650132268667221,0.23397746682167053,0.6165738701820374,-0.0872279554605484,0.2720961272716522,0.5780651569366455,-0.0843256488442421
rock,0.8225659728050232,0.9196824431419373,-4.817986791749718e-07,0.832892894744873,0.7982041239738464,0.023379340767860413,0.8097430467605591,0.6803816556930542,0.02176237665116787,0.7545503377914429,0.6117040514945984,0.016328997910022736,0.699046790599823,0.5924466848373413,0.008376465179026127,0.8289355039596558,0.6169047355651855,-0.026806680485606194,0.7795114517211914,0.4855778217315674,-0.04607591778039932,0.7493570446968079,0.412180095911026,-0.05076217278838158,0.7243726253509521,0.35467883944511414,-0.05549345910549164,0.8024306893348694,0.6499055027961731,-0.04646672308444977,0.6877836585044861,0.563521146774292,-0.07085731625556946,0.6819475889205933,0.6308050155639648,-0.058200038969516754,0.7028829455375671,0.6635910272598267,-0.04803844168782234,0.7628884315490723,0.700800895690918,-0.06291908770799637,0.6573033928871155,0.620532214641571,-0.08507949858903885,0.6598137617111206,0.6728536486625671,-0.064031220972538,0.6835607886314392,0.7051774263381958,-0.04801526293158531,0.7172715663909912,0.7510992884635925,-0.076634481549263,0.6401471495628357,0.6597229242324829,-0.10089409351348877,0.5981202125549316,0.615292489528656,-0.10273294150829315,0.5665520429611206,0.5722702741622925,-0.10242823511362076
rock,0.027791880071163177,0.9207091331481934,-4.235546313680061e-08,0.014270886778831482,0.8163145780563354,0.04255927354097366,0.022756963968276978,0.7078731060028076,0.047304291278123856,0.06459198147058487,0.6326819062232971,0.04406300559639931,0.11359426379203796,0.6219700574874878,0.039310745894908905,0.003612697124481201,0.6269134283065796,-0.01444972213357687,0.06588307023048401,0.506402313709259,-0.026858970522880554,0.10101676732301712,0.434583842754364,-0.032800570130348206,0.12276270240545273,0.3774201273918152,-0.04034150391817093,0.032426200807094574,0.6541838645935059,-0.042339250445365906,0.14403793215751648,0.5538104772567749,-0.06064769998192787,0.15897691249847412,0.6146914958953857,-0.05397946760058403,0.1409713625907898,0.650824785232544,-0.04844038933515549,0.07443175464868546,0.6904298067092896,-0.06371757388114929,0.17706798017024994,0.5894823670387268,-0.07517925649881363,0.18592342734336853,0.6407251358032227,-0.05327849090099335,0.16938930749893188,0.6792352199554443,-0.03861392289400101,0.12047665566205978,0.7297791242599487,-0.08126014471054077,0.1919063925743103,0.6457035541534424,-0.09458014369010925,0.2369564026594162,0.611757218837738,-0.09135308861732483,0.2721925973892212,0.574194073677063,-0.08778771013021469
rock,0.8133277893066406,0.9247506856918335,-4.5632532419404015e-07,0.830357551574707,0.8054676055908203,0.021179543808102608,0.8133078813552856,0.6884055137634277,0.02080603688955307,0.7591164112091064,0.6228766441345215,0.017773041501641273,0.7054387331008911,0.6054908037185669,0.012539848685264587,0.8269654512405396,0.6253612637519836,-0.03139863163232803,0.7789323925971985,0.4834662079811096,-0.05246220901608467,0.7504172921180725,0.40610748529434204,-0.05630183592438698,0.7266151309013367,0.34572580456733704,-0.05955470725893974,0.7931617498397827,0.656163215637207,-0.048813145607709885,0.6837710738182068,0.5554463863372803,-0.0762256309390068,0.678661584854126,0.6255722045898438,-0.062422290444374084,0.6998922228813171,0.6619908809661865,-0.04968857392668724,0.749445378780365,0.7037381529808044,-0.06299738585948944,0.6507881879806519,0.6104076504707336,-0.08803664147853851,0.6527491211891174,0.6676727533340454,-0.06603236496448517,0.6762822270393372,0.7027313113212585,-0.047460559755563736,0.7019560933113098,0.7490240931510925,-0.07443717867136002,0.6361029148101807,0.6479495763778687,-0.10279688239097595,0.5955928564071655,0.5988171100616455,-0.10658182203769684,0.5642375349998474,0.550864040851593,-0.10619030892848969
