x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,0.016009508452247124,-0.3274666497308186,0.030304218583405727,-0.017187319700777564,-0.6163489150352081,0.021313043427204206,-0.03211780935126641,-0.8413744531232646,0.009832387696949604,-0.008619961735568385,-1.0,-0.0038258889013931046,-0.2250426182756885,-0.6866296371406354,-0.08861700628817011,-0.48179264026743246,-0.6782985150099967,-0.09512009728090509,-0.4290097284097808,-0.5737244648187828,-0.07971369787186354,-0.3467289315685089,-0.5285508166454688,-0.06799626315406473,-0.30575716992998486,-0.5167662890662181,-0.1221819605978663,-0.5189905625147296,-0.4953146960420234,-0.1161724108484519,-0.46164699999334435,-0.39798312653877055,-0.09344886507206555,-0.385878165016905,-0.36232145891425016,-0.09424481785344581,-0.372817354497049,-0.3276526874552597,-0.14488877701207095,-0.5475497588766657,-0.3229693481198041,-0.14410406066868092,-0.49987254010215554,-0.24531367363642567,-0.11966667242663398,-0.4256527899363855,-0.20817813817775568,-0.11805308585105202,-0.4268721389182179,-0.12924730339521254,-0.161353225884534,-0.6267758483580848,-0.23364269322002354,-0.16335397340335608,-0.7396778131329643,-0.267551276046384,-0.14470577643367005,-0.8319748970958789,-0.30897722633630215,-0.13777247320316505,thumbs_up
0.0,0.0,0.0,0.1024713137111412,-0.21085898652063623,0.017568144746385503,0.11045034572571354,-0.49923126787051564,-0.026964758961522936,0.03469559436608932,-0.7499240970000883,-0.07823314433686795,-0.05458573779074213,-0.827562743353685,-0.1323301130550005,0.15595618310947068,-0.5520658358107184,-0.14668629876464212,-0.01583297122826771,-0.8585274158272276,-0.18634401536696643,-0.07367448524700525,-0.7869357839276061,-0.16812100517364953,-0.05894949730675329,-0.6683500078457895,-0.15148749499850797,0.0640442800055522,-0.4353144091771287,-0.18810014947421067,-0.13688813353132578,-0.7998779083914501,-0.2297741951500294,-0.22236312590221727,-0.9199201682840981,-0.20908632639630942,-0.25056269122090447,-1.0,-0.20507499676591273,-0.059562671946005445,-0.3224114942561448,-0.21650745357429216,-0.22482876063304977,-0.6635643997013814,-0.22748260046777996,-0.22931916529079677,-0.5817692313364322,-0.15031322998986207,-0.1847691817908865,-0.47165768400316627,-0.10775758406794561,-0.17365480932661911,-0.2178242105926307,-0.24303055544627294,-0.29324870143453113,-0.521423532788867,-0.25152323441273994,-0.2802900186681924,-0.4704908411242518,-0.19976529570924723,-0.2342421556012145,-0.3670149041539477,-0.1632474795578909,thumbs_up
0.0,0.0,0.0,-0.008707445149612837,-0.21255744773260832,0.0360038497607074,-0.08267474921027305,-0.3949933416116744,0.028065370808413412,-0.1963905269119428,-0.4645639329645709,0.01194233979686216,-0.29484785678342446,-0.46317688831318915,-0.010114758020578417,-0.09001942508260802,-0.5183502694925275,-0.04448260676293467,-0.20446573608674273,-0.7376125038027433,-0.0712430489705635,-0.26912086314142,-0.8876402949206829,-0.08152080738251874,-0.3157631842785502,-1.0,-0.09336803450100553,-0.1673201087154094,-0.44843097375102603,-0.0806753696461029,-0.3317472625031331,-0.5357170873760402,-0.11431919208955922,-0.31654968248289006,-0.4363547524246674,-0.1020994710148035,-0.26246211606642317,-0.38795671186589853,-0.09315365933000166,-0.23990515144963445,-0.3342721405761802,-0.1101939928640752,-0.3975281450839856,-0.40478971068537395,-0.13717060772653547,-0.3801896684007814,-0.3294156307579274,-0.10877418243680949,-0.33351147232655187,-0.2972313876043004,-0.0919083729977787,-0.3069908054927877,-0.20247300291400155,-0.1357225009426327,-0.4530895734996145,-0.28748069928384057,-0.1609758856233649,-0.532981025506602,-0.3154649439681316,-0.15309105278143847,-0.5933010251622025,-0.3565725993927091,-0.14726883450014452,thumbs_up
0.0,0.0,0.0,0.039242369943841816,-0.2679830232273036,0.05209655209196136,-0.02455421627881281,-0.4577677341360477,0.0687918454067912,-0.12060191924401051,-0.5509317188500493,0.08186266664035272,-0.2083275902140385,-0.5727956339294299,0.08899762389249481,-0.08190752692654478,-0.5214481692728662,-0.030958754735167498,-0.16365284575203037,-0.7693161552993246,-0.017015858346194377,-0.22292861655708235,-0.9115280597042356,0.001472244317308868,-0.26766661937698194,-1.0,0.0081301355983727,-0.19680543611735105,-0.44752570732257235,-0.045042403071590346,-0.2318828399181418,-0.5941383539289996,-0.014237259314030443,-0.19788665536644912,-0.5533539704621009,0.01851219296748393,-0.1633863089863176,-0.5061660369966702,0.027721967627653755,-0.26648645038471613,-0.3451356956211769,-0.047818931604191435,-0.2921219139278431,-0.5067207943053358,-0.010424634415193389,-0.2512182136556921,-0.4762136247632994,0.014504226721729074,-0.22388062962965452,-0.4263604357016052,0.01002160129648611,-0.3181641584083413,-0.23439591686070005,-0.044428141443986977,-0.425539982083709,-0.3532023969370628,-0.03474359291703825,-0.4782786263399958,-0.4128419733380309,-0.03786367204433513,-0.5201724683937935,-0.4603074815643069,-0.04926466383341148,thumbs_up
0.0,0.0,0.0,0.02159695274090113,-0.23745191569726207,0.034239637876516696,-0.03809015620474765,-0.41677305141157484,0.03953955754062149,-0.13156931261037144,-0.5260409369857646,0.045596439980696755,-0.21852237293273058,-0.5624027233717989,0.0480581072488268,-0.0841961347312915,-0.499788395572414,-0.05999307410485706,-0.19351664228288507,-0.7318952970224213,-0.08098117867385249,-0.27155192794012434,-0.8918896522959153,-0.08326081103652393,-0.33065305912817033,-1.0,-0.08998237664909084,-0.18781249760312718,-0.43289586217469156,-0.07781460628013796,-0.293935394775026,-0.5812700323955262,-0.09171647469043676,-0.26463844866527075,-0.5018127882861536,-0.06640986671960526,-0.22007384746947029,-0.43125506620029225,-0.05286413720181189,-0.262497646817016,-0.3261299477401628,-0.08818887863809478,-0.36230804264787964,-0.45692711535737457,-0.09762676863660835,-0.32495954564126434,-0.40377037438983504,-0.07473263439483717,-0.28417154220937935,-0.3525969576924156,-0.06851850799587655,-0.3275627315621863,-0.20755651595518743,-0.09348995426238124,-0.4598048190663211,-0.30394046376661316,-0.1267191371003544,-0.5307537107960201,-0.3461976592152199,-0.14305491153032585,-0.5870941299407498,-0.39562532724899,-0.15716757731989484,thumbs_up
0.0,0.0,0.0,0.04920369279003254,-0.3229620275952962,0.016943601648734104,0.0332437932662586,-0.60944749964334,-0.004754634611017787,0.004091718523903016,-0.8343476560642396,-0.020696991798529463,0.02582621994714638,-1.0,-0.03446944280448059,-0.10660324203968777,-0.6595071765093513,-0.169308051751807,-0.3673279879618747,-0.8133977005618245,-0.18539290170408249,-0.33970785297454464,-0.7019706315939647,-0.15360304207952663,-0.26860587113363543,-0.6230113018770508,-0.13169606209409873,-0.20533225854115858,-0.49734479344289023,-0.19683596995267794,-0.43543041647701414,-0.6163792298181373,-0.21116125727630106,-0.3843275090184037,-0.5170276504935496,-0.17316685322973824,-0.3040285812063941,-0.46135928233208107,-0.16481542240734814,-0.3036779185830067,-0.32794444085897323,-0.21149719175105972,-0.48968758916500793,-0.43844950118547,-0.22453943176288044,-0.43253621585404795,-0.3664557631165973,-0.18578490929244926,-0.35069685638149717,-0.3132940993145334,-0.1779098876380902,-0.3903502868565683,-0.16133771289207127,-0.21987947207395592,-0.576067305144736,-0.3081827152358372,-0.24696520083230347,-0.679732507099233,-0.3753899907608068,-0.2422268502405875,-0.7697791340294431,-0.44335559344832504,-0.24697233934037757,thumbs_up
0.0,0.0,0.0,0.03526915487803742,-0.29915397190356263,0.012753378554618394,0.01677200987337818,-0.6079377774613858,-0.007145871652602179,-0.011349242289076012,-0.8361634764280002,-0.02355664161977251,0.014797716003727387,-1.0,-0.040398725633875865,-0.07260613640132814,-0.691603911938162,-0.14681814290896406,-0.3494187999082413,-0.8278486035601517,-0.17443803188454887,-0.33135933888833435,-0.7075824651983406,-0.1604893251239482,-0.26231283760363416,-0.6377477846599287,-0.15043994139040948,-0.15833886239666903,-0.5440390596464012,-0.17755944966626358,-0.42610478433059895,-0.6523648353143829,-0.19773584765282742,-0.3836602170970952,-0.5360536287516833,-0.1676524283191199,-0.3068877738065336,-0.4677539299766258,-0.16242401072637955,-0.2541031750728079,-0.38278619653852375,-0.19887104136392164,-0.4872473730820307,-0.4973717065487203,-0.21997275977322667,-0.4481205807026726,-0.4056508617984186,-0.18612185315093774,-0.3772112838030314,-0.3436236977694398,-0.17855619690398694,-0.3460164750180469,-0.21368848240994326,-0.21544479936824434,-0.5572347040507327,-0.3685609056128536,-0.24729160065398878,-0.6608832233752442,-0.43640113725974117,-0.24269159587067995,-0.7475325256577919,-0.5068630937296099,-0.2453659539332333,thumbs_up
0.0,0.0,0.0,0.04282854357011133,-0.34723992887455307,0.09621470620553488,0.02986065432629712,-0.6232425627836936,0.13840109593852215,0.011532191901990483,-0.8448523446894638,0.1772259013801115,0.02951544581222236,-1.0,0.2162995362772626,-0.16854225244960738,-0.7594586720350578,-0.02557696649648606,-0.42545623447872866,-0.8342710378306809,0.02325871458965849,-0.3941419093389805,-0.7129323665923488,0.08082274073628642,-0.31687000654234365,-0.6479336930934844,0.1162603570555858,-0.2704029840912972,-0.5974072000195174,-0.06385561780135421,-0.49739508413175815,-0.658179632650526,-0.0057732922555529115,-0.4561778475606817,-0.5334601808638039,0.05693228807351955,-0.38409562264053987,-0.47937924225493644,0.07956749999607168,-0.37147341334612183,-0.41109890748400035,-0.0847004104505461,-0.5506658316761399,-0.48871849383014915,-0.03353940226489676,-0.5170811918874938,-0.3958278209776225,0.022202642381913915,-0.44600450904313127,-0.337678277686483,0.035631282307511995,-0.4575555583579766,-0.20785795465192927,-0.09447044341683954,-0.6571564706796106,-0.36593116077865556,-0.07730661775692142,-0.7706620967298063,-0.4125868752170812,-0.053757325894024724,-0.857916406738838,-0.4690951164368636,-0.045384918184265766,thumbs_up
0.0,0.0,0.0,0.06006725349686818,-0.2956836381920202,0.017668709517080834,0.06318147034810005,-0.6010328949341825,0.010003669386800642,0.058595543945630706,-0.8357685823362255,0.00023926028588450206,0.10348028833728048,-1.0,-0.010771208676687087,-0.09099493181307357,-0.6872592549574834,-0.07405345136583806,-0.32672445118382565,-0.7950739984328246,-0.0796952215098711,-0.3072623421918515,-0.6786934122883707,-0.0625716257803353,-0.24281577689074957,-0.6060825913264603,-0.05060661086395292,-0.19184025055084672,-0.5546891789148193,-0.10198560322708838,-0.4020454365841108,-0.6285380438631082,-0.10016218830758315,-0.3699296387237258,-0.5211922751205206,-0.0799048836220681,-0.3046562041289226,-0.4614049820073406,-0.08028417926420532,-0.2896890070213352,-0.3965237521868481,-0.12303429421369261,-0.46751356965514335,-0.49137170041554395,-0.13200160404505482,-0.43841570090150256,-0.40449385723910575,-0.10789675306026952,-0.3727156828355659,-0.338606468427139,-0.10359347501728573,-0.3756510208897837,-0.22689022224663277,-0.13926856373418375,-0.5375837912251595,-0.39289193734640016,-0.15509546795444956,-0.6377842697053965,-0.45436241693469953,-0.14452514865853622,-0.715920884072158,-0.5169620518082853,-0.14115915236732648,thumbs_up
0.0,0.0,0.0,0.06036668742664281,-0.3028214304006176,0.00710476510995743,0.06638557826625956,-0.5900155860419757,-0.013089673017051346,0.07865701238554634,-0.8295008216304394,-0.029096690570390098,0.130748957409398,-1.0,-0.04648416447403441,-0.1336629399716654,-0.6704342541648037,-0.12986067167730958,-0.3484377866889171,-0.7715500864904943,-0.13093315978223666,-0.3175440240263629,-0.6844592767376363,-0.10370693619004799,-0.25126800146515815,-0.6170435760555748,-0.0849983512033178,-0.2409649845774201,-0.5207275285624795,-0.1464915015938951,-0.4196045253179126,-0.610083402517346,-0.1324012933765549,-0.38539690176964086,-0.5251479020692508,-0.09799327625937236,-0.3267282779733001,-0.46834057990374384,-0.09183597174602838,-0.33147950970933704,-0.3558953929261425,-0.1520179146402665,-0.4833790923444291,-0.46291219431437264,-0.1405882542706709,-0.45566991483562774,-0.39539669834461577,-0.10657613785787425,-0.39611956680578664,-0.3367908698864906,-0.10306615358584066,-0.40599586422233613,-0.18597260206028965,-0.15363570381759206,-0.568209568709815,-0.33138200513183824,-0.15649388766735314,-0.6628206804420185,-0.3959617069944122,-0.14285211087002148,-0.7363382355112518,-0.4542159612354069,-0.14166146444729036,thumbs_up
